iyear,imonth,country_txt,region_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,nkill,nwound,latitude,longitude,gname
2013,10,Philippines,Southeast Asia,Unknown,Private Citizens & Property,Unknown,0.0,0.0,7.054223,124.671042,Moro Islamic Liberation Front (MILF)
2008,8,Philippines,Southeast Asia,Unknown,Other,Unknown,0.0,5.0,12.037831,123.193661,New People's Army (NPA)
2013,3,Russia,Eastern Europe,Armed Assault,Educational Institution,Firearms,1.0,0.0,42.569263,47.566351,Muslim extremists
2012,7,Russia,Eastern Europe,Armed Assault,Military,Explosives,2.0,3.0,43.030344,45.09973,Unknown
2011,9,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,42.98542,47.450668,Unknown
2014,8,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,42.43214,46.524734,Unknown
2008,12,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Melee,1.0,1.0,55.556998,37.621466,Militant Organization of Russian Nationalists
2017,3,Russia,Eastern Europe,Armed Assault,Military,Firearms,12.0,3.0,43.662722,45.320578,Caucasus Province of the Islamic State
2008,8,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.228362,44.8335,Unknown
2010,2,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.2267,44.770569,Unknown
2017,4,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,0.0,43.505394,44.583491,Unknown
2012,5,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,3.0,4.0,43.939167,46.833611,Unknown
2016,10,Russia,Eastern Europe,Armed Assault,Religious Figures/Institutions,Firearms,0.0,1.0,55.751377,37.579914,Anti-Semitic extremists
2010,5,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.6825,43.533889,Unknown
2011,4,Russia,Eastern Europe,Armed Assault,Religious Figures/Institutions,Firearms,1.0,0.0,43.8473,46.7624,Unknown
2013,6,Russia,Eastern Europe,Armed Assault,Police,Explosives,5.0,2.0,43.205739,46.535411,Unknown
2010,1,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.2267,44.770569,Unknown
2011,2,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,0.0,43.248554,46.597836,Islamist extremists
2010,11,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.248554,46.597836,Unknown
2016,9,Russia,Eastern Europe,Armed Assault,NGO,Explosives,0.0,2.0,45.185401,38.224958,Cossack Separatists
2016,10,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,3.0,0.0,43.393247,43.56285,Caucasus Emirate
2012,6,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,42.270723,45.941455,Unknown
2008,10,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,43.4,42.916667,Unknown
2008,9,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,0.0,43.2267,44.770569,Unknown
2008,4,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Melee,0.0,3.0,55.751377,37.579914,Unknown
2009,10,Russia,Eastern Europe,Armed Assault,Business,Firearms,0.0,8.0,42.116667,48.183333,Unknown
2008,6,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,43.4,42.916667,Unknown
2008,12,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,3.0,0.0,43.022778,45.891667,Caucasus Emirate
2010,10,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.511111,44.6,Unknown
2012,3,Russia,Eastern Europe,Armed Assault,Military,Firearms,0.0,2.0,42.143189,47.09498,Unknown
2008,1,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,0.0,43.24,45.0554,Unknown
2012,6,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,2.0,43.318057,45.047272,Unknown
2010,1,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,0.0,1.0,42.4364,47.3307,Unknown
2008,7,Russia,Eastern Europe,Armed Assault,Police,Firearms,3.0,1.0,43.774839,41.908398,Unknown
2014,6,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,4.0,43.2267,44.770569,Ingush Rebels
2009,6,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.2267,44.770569,Caucasus Emirate
2010,9,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,0.0,43.4,42.916667,Unknown
2016,12,Russia,Eastern Europe,Armed Assault,Police,Firearms,3.0,0.0,43.248554,46.597836,Caucasus Province of the Islamic State
2011,2,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,0.0,43.484122,43.627361,Unknown
2008,10,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,4.0,8.0,43.06,45.6,Caucasus Emirate
2016,6,Russia,Eastern Europe,Armed Assault,Military,Firearms,5.0,2.0,41.631014,48.111067,Unknown
2013,8,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,0.0,43.248554,46.597836,Unknown
2009,7,Russia,Eastern Europe,Armed Assault,Religious Figures/Institutions,Firearms,0.0,0.0,42.798771,47.108715,Unknown
2010,2,Russia,Eastern Europe,Armed Assault,Business,Firearms,1.0,1.0,43.2267,44.770569,Unknown
2010,4,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,0.0,42.98542,47.450668,Unknown
2010,11,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,43.316667,45.066667,Unknown
2010,9,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,42.883333,47.633333,Unknown
2008,7,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,3.0,43.316667,45.066667,Unknown
2008,7,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,2.0,43.2625,42.6476,Unknown
2009,6,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.2267,44.770569,Unknown
2009,8,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,0.0,0.0,42.4542,47.6672,Unknown
2008,12,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,2.0,11.0,43.4049,44.7583,Unknown
2008,7,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.083333,45.45,Unknown
2009,5,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.316667,45.066667,Unknown
2013,12,Russia,Eastern Europe,Armed Assault,Police,Firearms,3.0,2.0,42.798771,47.108715,Unknown
2013,10,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,43.248554,46.597836,Unknown
2010,7,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,2.0,14.0,53.20006,50.15,Unknown
2013,4,Russia,Eastern Europe,Armed Assault,Military,Firearms,0.0,0.0,42.6775,46.82,Unknown
2011,7,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.5575,43.850833,Unknown
2009,5,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,1.0,0.0,42.98542,47.450668,Unknown
2008,2,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.727012,45.712641,Unknown
2011,2,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,3.0,2.0,43.2625,42.6476,Caucasus Emirate
2008,10,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,0.0,0.0,42.98542,47.450668,Unknown
2012,6,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.465334,44.569526,Unknown
2009,6,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,1.0,42.98542,47.450668,Unknown
2012,8,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.599162,46.776423,Unknown
2013,9,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,1.0,42.98542,47.450668,Makhachkala Gang
2011,11,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,1.0,1.0,42.75741,47.03827,Gunmen
2016,5,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,0.0,42.418055,46.495558,Unknown
2010,7,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,3.0,43.4,42.916667,Unknown
2017,9,Russia,Eastern Europe,Armed Assault,Police,Melee,1.0,0.0,43.84511,46.701644,Caucasus Province of the Islamic State
2008,1,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,0.0,1.0,43.305922,44.987378,Unknown
2008,7,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.210802,43.169081,Chechen Rebels
2010,9,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,0.0,43.4,42.916667,Unknown
2009,12,Russia,Eastern Europe,Armed Assault,Police,Firearms,2.0,0.0,42.450936,47.289553,Unknown
2010,12,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,43.298902,46.726004,Unknown
2009,2,Russia,Eastern Europe,Armed Assault,Government (General),Firearms,0.0,1.0,51.65,39.2,Unknown
2012,3,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,1.0,42.86991,47.624596,Unknown
2009,7,Russia,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0,55.89,37.44,Unknown
2010,12,Russia,Eastern Europe,Armed Assault,Police,Firearms,1.0,0.0,43.2432,45.1807,Unknown
2014,5,Russia,Eastern Europe,Armed Assault,Police,Firearms,0.0,1.0,43.248554,46.597836,Unknown
2011,9,Russia,Eastern Europe,Armed Assault,Business,Firearms,0.0,0.0,42.98542,47.450668,Unknown
2010,8,Russia,Eastern Europe,Assassination,Government (General),Firearms,0.0,1.0,43.85,46.716667,Unknown
2010,9,Russia,Eastern Europe,Assassination,Police,Firearms,1.0,0.0,43.201,46.863865,Unknown
2008,6,Russia,Eastern Europe,Assassination,Government (General),Explosives,0.0,0.0,45.5,41.233333,Unknown
2010,11,Russia,Eastern Europe,Assassination,Police,Explosives,0.0,1.0,42.363456,47.891077,Unknown
2009,10,Russia,Eastern Europe,Assassination,Government (General),Explosives,1.0,0.0,43.320229,45.654491,Unknown
2011,2,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,0.0,43.4331,43.5789,Unknown
2011,7,Russia,Eastern Europe,Assassination,Government (General),Firearms,2.0,0.0,42.98542,47.450668,Unknown
2008,11,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,0.0,43.047456,44.665806,Kata'ib al-Khoul
2010,7,Russia,Eastern Europe,Assassination,Private Citizens & Property,Firearms,1.0,0.0,43.9406,47.0321,Unknown
2014,7,Russia,Eastern Europe,Assassination,Police,Melee,1.0,0.0,43.201,46.863865,Muslim extremists
2009,6,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,5.0,43.2267,44.770569,Caucasus Emirate
2011,1,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,1.0,43.434881,43.381684,Unknown
2008,12,Russia,Eastern Europe,Assassination,Police,Firearms,1.0,0.0,43.369898,44.733855,Unknown
2010,4,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,0.0,55.751377,37.579914,Unknown
2012,10,Russia,Eastern Europe,Assassination,Government (General),Firearms,0.0,1.0,42.86991,47.624596,Unknown
2012,11,Russia,Eastern Europe,Assassination,Military,Firearms,0.0,1.0,42.798771,47.108715,Unknown
2015,3,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,0.0,42.05,48.3,Unknown
2008,2,Russia,Eastern Europe,Assassination,Private Citizens & Property,Firearms,0.0,0.0,51.65,39.2,Unknown
2012,8,Russia,Eastern Europe,Assassination,Police,Explosives,1.0,0.0,42.798771,47.108715,Unknown
2013,11,Russia,Eastern Europe,Assassination,NGO,Firearms,1.0,0.0,55.751377,37.579914,Unknown
2011,3,Russia,Eastern Europe,Assassination,Government (General),Firearms,1.0,0.0,42.98542,47.450668,Unknown
2010,8,Russia,Eastern Europe,Assassination,Government (General),Explosives,1.0,3.0,43.345922,46.662238,Unknown
2010,2,Russia,Eastern Europe,Assassination,Government (General),Explosives,1.0,0.0,42.563333,47.863611,Unknown
2011,6,Russia,Eastern Europe,Assassination,Police,Firearms,0.0,1.0,43.211131,43.389942,Unknown
2010,8,Russia,Eastern Europe,Assassination,Police,Firearms,2.0,0.0,43.74254,43.008133,Unknown
2010,9,Russia,Eastern Europe,Bombing/Explosion,Police,Firearms,1.0,0.0,43.484122,43.627361,Unknown
2010,7,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,2.0,42.7086,47.5605,Unknown
2008,7,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,43.2267,44.770569,Caucasus Emirate
2013,1,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,42.050142,48.280543,Unknown
2013,1,Russia,Eastern Europe,Bombing/Explosion,Religious Figures/Institutions,Explosives,3.0,0.0,43.393247,43.56285,Unknown
2008,7,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,3.0,43.4331,43.5789,Unknown
2016,10,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,2.0,0.0,56.296504,43.936059,Islamic State of Iraq and the Levant (ISIL)
2009,5,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,42.98542,47.450668,Unknown
2010,8,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,55.751377,37.579914,Caucasus Emirate
2013,5,Russia,Eastern Europe,Bombing/Explosion,Military,Explosives,0.0,0.0,42.116466,48.197015,Unknown
2013,9,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,41.677877,48.165795,Unknown
2014,6,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,3.0,43.332135,44.982481,Unknown
2014,1,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,1.0,1.0,55.748468,37.998936,Unknown
2013,7,Russia,Eastern Europe,Bombing/Explosion,Religious Figures/Institutions,Explosives,0.0,0.0,43.248554,46.597836,Unknown
2013,7,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,42.798771,47.108715,Unknown
2012,6,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,1.0,0.0,41.953258,47.948555,Izberbash Gang
2010,5,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,43.484122,43.627361,Unknown
2012,5,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,42.4542,47.6672,Unknown
2010,8,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,42.98542,47.450668,Unknown
2011,12,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,1.0,43.201,46.863865,Unknown
2008,9,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,1.0,10.0,55.751377,37.579914,Unknown
2008,3,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,54.783333,32.05,Unknown
2011,1,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,2.0,43.491887,43.767772,Unknown
2012,1,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,43.248554,46.597836,Unknown
2008,10,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,43.511111,44.6,Chechen Rebels
2010,11,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,43.85,46.716667,Unknown
2010,4,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,2.0,55.751377,37.579914,Unknown
2011,4,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,42.883333,47.633333,Unknown
2009,1,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,43.345922,46.662238,Unknown
2012,1,Russia,Eastern Europe,Bombing/Explosion,Military,Explosives,1.0,8.0,43.159043,46.965457,Unknown
2014,7,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,47.818333,38.908333,Unknown
2010,11,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,43.511111,44.6,Unknown
2009,12,Russia,Eastern Europe,Bombing/Explosion,Utilities,Explosives,0.0,0.0,43.450449,44.902031,Unknown
2008,12,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.511111,44.6,Unknown
2008,12,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,43.2267,44.770569,Unknown
2010,8,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,43.983598,47.034992,Unknown
2011,3,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,55.751377,37.579914,Unknown
2010,8,Russia,Eastern Europe,Bombing/Explosion,Religious Figures/Institutions,Explosives,0.0,0.0,43.2,44.816667,Unknown
2013,4,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,1.0,42.798771,47.108715,Unknown
2016,8,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,42.499171,47.067535,Unknown
2010,12,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,43.2625,42.6476,Unknown
2017,8,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,1.0,43.25,46.583333,Unknown
2010,11,Russia,Eastern Europe,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0,43.03389,47.31053,Unknown
2013,2,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,1.0,42.058215,48.292068,Unknown
2013,11,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,43.248554,46.597836,Unknown
2011,2,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,43.85,46.716667,Unknown
2012,3,Russia,Eastern Europe,Bombing/Explosion,Government (General),Explosives,1.0,1.0,43.2267,44.770569,Unknown
2008,11,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.299012,44.898869,Unknown
2008,7,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.2267,44.770569,Unknown
2012,4,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,5.0,0.0,43.2267,44.770569,Unknown
2013,11,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,43.88614,41.733944,Unknown
2008,4,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.2267,44.770569,Unknown
2011,2,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,43.265738,42.478699,Caucasus Emirate
2009,11,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,2.0,43.284084,44.83511,Unknown
2012,3,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,43.516667,44.583333,Unknown
2013,12,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,0.0,44.033333,43.066667,Unknown
2010,6,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,43.484122,43.627361,Unknown
2008,12,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.511111,44.6,Unknown
2012,3,Russia,Eastern Europe,Bombing/Explosion,Unknown,Explosives,0.0,0.0,42.913299,44.466928,Unknown
2012,8,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,42.069153,48.295777,Unknown
2008,4,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,43.2267,44.770569,Unknown
2009,10,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,43.228362,44.8335,Unknown
2010,8,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.450449,44.902031,Unknown
2011,8,Russia,Eastern Europe,Bombing/Explosion,Educational Institution,Explosives,0.0,1.0,50.566667,137.0,Unknown
2009,10,Russia,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,43.2267,44.770569,Unknown
2010,10,Russia,Eastern Europe,Bombing/Explosion,Business,Explosives,0.0,0.0,43.320229,45.654491,Unknown
2014,4,Russia,Eastern Europe,Bombing/Explosion,Police,Explosives,0.0,0.0,42.687879,46.870211,Unknown
2017,4,Russia,Eastern Europe,Bombing/Explosion,Transportation,Explosives,0.0,0.0,59.853371,30.348433,Imam Shamil Battalion
2009,8,Russia,Eastern Europe,Bombing/Explosion,Utilities,Explosives,0.0,0.0,42.692332,47.533398,Unknown
